id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label,cluster
-1.7313889692129314,-0.20977088975365046,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.17204736367519338,-0.04964859433834725,-0.10392288770107252,-0.3349819608576611,0.7232679941564001,-0.7204058755078845,-0.24726479757637165,-0.2772081336194677,-0.07503991948315324,-0.1317586669446255,-0.13613935467901792,-0.08937002953273612,-0.11066773566394983,-0.14881780566060024,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,-0.2577320713056152,-0.4807028160415566,-0.13641509671717636,-0.039556874685438566,0.15821330856289964,0.7290641481816601,-0.6450129066005168,-0.5447364362267932,-0.5543731697170803,-0.6142557349778534,-0.11859016079117787,-0.11859016079117787,-0.18976805588421145,-0.7157136566118641,-0.3812204097228193,-0.12650796304403722,Normal,-1.4598250873698142,0
-1.7313297001039063,-0.20977243290866457,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.17204736367519338,-0.04964859433834725,-0.10392288770107252,-0.17375713842095244,0.7232679941564001,-0.7204058755078845,-0.15212626503602344,-0.2772081336194677,-0.07503991948315324,-0.1317586669446255,-0.13614073547010613,-0.08937002953273612,-0.11066773566394983,-0.14881780566060024,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,-0.2577320713056152,-0.4807028160415566,-0.13641509671717636,-0.039556874685438566,-0.21546827172108526,0.7290641481816601,-0.6450129066005168,-0.5447364362267932,-0.5543731697170803,-0.5229828330481029,-0.11859016079117787,-0.11859016079117787,-0.18976805588421145,-0.7157136566118641,-0.5671472136052914,-0.12650796304403722,Normal,-1.4598250873698142,0
-1.731211161885856,-0.20977351311717446,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.17204736367519338,-0.04964859433834725,-0.10392288770107252,0.1789221433906581,0.7232679941564001,-0.7204058755078845,0.05598927489598835,-0.2772081336194677,-0.07503991948315324,-0.1317586669446255,-0.13614170202386783,-0.08937002953273612,-0.11066773566394983,-0.14881780566060024,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,-0.2577320713056152,-0.4807028160415566,-0.13641509671717636,-0.039556874685438566,-0.21546827172108526,0.7290641481816601,-0.6450129066005168,-0.5447364362267932,-0.5543731697170803,-0.7055286369076037,-0.11859016079117787,-0.11859016079117787,-0.18976805588421145,-0.7157136566118641,-0.6601106155465275,-0.12650796304403722,Normal,-1.4598250873698142,0
-1.7310728672981306,-0.20977320448617165,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.17204736367519338,-0.04964859433834725,-0.10392288770107252,0.027773889473785025,0.7232679941564001,-0.7204058755078845,-0.033203099360588045,-0.2772081336194677,-0.07503991948315324,-0.1317586669446255,-0.13614142586565023,-0.08937002953273612,-0.11066773566394983,-0.14881780566060024,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,-0.2577320713056152,-0.4807028160415566,-0.13641509671717636,-0.039556874685438566,-0.5891498520050703,0.7290641481816601,-0.520827152566586,-0.5447364362267932,-0.5543731697170803,-0.6142557349778534,-0.11859016079117787,-0.11859016079117787,-0.18976805588421145,-0.7157136566118641,-0.5671472136052914,-0.12650796304403722,Normal,-1.4598250873698142,0
-1.7309740854497553,-0.20977104406915187,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.17204736367519338,-0.04964859433834725,-0.10392288770107252,-0.32490542474401407,0.7232679941564001,-0.7204058755078845,-0.24131863929259995,-0.2772081336194677,-0.07503991948315324,-0.1317586669446255,-0.13613949275812673,-0.08937002953273612,-0.11066773566394983,-0.14881780566060024,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,-0.2577320713056152,-0.4807028160415566,-0.13641509671717636,-0.039556874685438566,-0.21546827172108526,0.7290641481816601,-0.6450129066005168,-0.5447364362267932,-0.5543731697170803,-0.7055286369076037,-0.11859016079117787,-0.11859016079117787,-0.18976805588421145,-0.7157136566118641,-0.7530740174877635,-0.12650796304403722,Normal,-1.4598250873698142,0
-1.73087530360138,-0.20977305017067024,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.17204736367519338,-0.04964859433834725,-0.10392288770107252,-0.02718913618921806,0.7232679941564001,-0.7204058755078845,-0.06563669579105574,-0.2772081336194677,-0.07503991948315324,-0.1317586669446255,-0.13614128778654142,-0.08937002953273612,-0.11066773566394983,-0.14881780566060024,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,-0.2577320713056152,-0.4807028160415566,-0.13641509671717636,-0.039556874685438566,-0.21546827172108526,0.7290641481816601,-0.6450129066005168,-0.5447364362267932,-0.5543731697170803,-0.6142557349778534,-0.11859016079117787,-0.11859016079117787,-0.18976805588421145,-0.7157136566118641,-0.3812204097228193,-0.12650796304403722,Normal,-1.4598250873698142,0
-1.7301048051840529,-0.20977305017067024,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.17204736367519338,-0.04057355828705794,-0.10392288770107252,-0.02718913618921806,0.7232679941564001,-0.7204058755078845,2.996248681079712,-0.2772081336194677,-0.07503991948315324,-0.1317586669446255,-0.13614128778654142,-0.08937002953273612,-0.11066773566394983,-0.14881780566060024,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,3.616669391126357,-0.4807028160415566,-0.13641509671717636,-0.039556874685438566,5.0160738522547055,0.7290641481816601,0.22428737163699947,0.32514418037802395,-0.5543731697170803,4.953391282736921,-0.11859016079117787,-0.11859016079117787,-0.18976805588421145,0.1254839734117365,4.917693500927634,-0.12650796304403722,Normal,-1.4598250873698142,2
-1.7300455360750275,-0.20977289585516876,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.17204736367519338,-0.03997847395582594,-0.10392288770107252,-0.07299165491484466,0.7232679941564001,-0.7204058755078845,2.898111246081503,-0.2772081336194677,-0.07503991948315324,-0.1317586669446255,-0.13614114970743263,-0.08937002953273612,-0.11066773566394983,-0.14881780566060024,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,3.8707285034169776,-0.4807028160415566,-0.13641509671717636,-0.039556874685438566,5.0160738522547055,0.7290641481816601,0.22428737163699947,0.32514418037802395,-0.5543731697170803,4.953391282736921,-0.11859016079117787,-0.11859016079117787,-0.18976805588421145,0.1254839734117365,4.917693500927634,-0.12650796304403722,Normal,-1.4598250873698142,2
-1.729867728747952,-0.20977305017067024,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.17204736367519338,-0.04208415697403174,-0.10392288770107252,-0.02718913618921806,0.7232679941564001,-0.7204058755078845,2.4865779710421325,-0.2772081336194677,-0.07503991948315324,-0.1317586669446255,-0.13614128778654142,-0.08937002953273612,-0.11066773566394983,-0.14881780566060024,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,2.971750106080934,-0.4807028160415566,-0.13641509671717636,-0.039556874685438566,5.0160738522547055,0.7290641481816601,0.3484731256709303,0.44941283989299785,-0.5543731697170803,4.953391282736921,-0.11859016079117787,-0.11859016079117787,-0.18976805588421145,0.245655063415108,4.917693500927634,-0.12650796304403722,Normal,-1.4598250873698142,2
-1.7297887032692518,-0.20977305017067024,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.17204736367519338,-0.040951207958801444,-0.10392288770107252,-0.02718913618921806,0.7232679941564001,-0.7204058755078845,2.868831003570317,-0.2772081336194677,-0.07503991948315324,-0.1317586669446255,-0.13614128778654142,-0.08937002953273612,-0.11066773566394983,-0.14881780566060024,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,3.4554395698650007,-0.4807028160415566,-0.13641509671717636,-0.039556874685438566,5.0160738522547055,0.7290641481816601,0.3484731256709303,0.44941283989299785,-0.5543731697170803,4.953391282736921,-0.11859016079117787,-0.11859016079117787,-0.18976805588421145,0.245655063415108,4.917693500927634,-0.12650796304403722,Normal,-1.4598250873698142,2
