id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label,cluster,is_anomaly
-1.7313889692129314,-0.2097708897536504,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.1720473636751933,-0.0496485943383472,-0.1039228877010725,-0.3349819608576611,0.7232679941564001,-0.7204058755078845,-0.2472647975763716,-0.2772081336194677,-0.0750399194831532,-0.1317586669446255,-0.1361393546790179,-0.0893700295327361,-0.1106677356639498,-0.1488178056606002,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,-0.2577320713056152,-0.4807028160415566,-0.1364150967171763,-0.0395568746854385,0.1582133085628996,0.7290641481816601,-0.6450129066005168,-0.5447364362267932,-0.5543731697170803,-0.6142557349778534,-0.1185901607911778,-0.1185901607911778,-0.1897680558842114,-0.7157136566118641,-0.3812204097228193,-0.1265079630440372,Normal,-1.4598250873698142,0,1
-1.7313297001039063,-0.2097724329086645,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.1720473636751933,-0.0496485943383472,-0.1039228877010725,-0.1737571384209524,0.7232679941564001,-0.7204058755078845,-0.1521262650360234,-0.2772081336194677,-0.0750399194831532,-0.1317586669446255,-0.1361407354701061,-0.0893700295327361,-0.1106677356639498,-0.1488178056606002,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,-0.2577320713056152,-0.4807028160415566,-0.1364150967171763,-0.0395568746854385,-0.2154682717210852,0.7290641481816601,-0.6450129066005168,-0.5447364362267932,-0.5543731697170803,-0.5229828330481029,-0.1185901607911778,-0.1185901607911778,-0.1897680558842114,-0.7157136566118641,-0.5671472136052914,-0.1265079630440372,Normal,-1.4598250873698142,0,1
-1.731211161885856,-0.2097735131171744,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.1720473636751933,-0.0496485943383472,-0.1039228877010725,0.1789221433906581,0.7232679941564001,-0.7204058755078845,0.0559892748959883,-0.2772081336194677,-0.0750399194831532,-0.1317586669446255,-0.1361417020238678,-0.0893700295327361,-0.1106677356639498,-0.1488178056606002,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,-0.2577320713056152,-0.4807028160415566,-0.1364150967171763,-0.0395568746854385,-0.2154682717210852,0.7290641481816601,-0.6450129066005168,-0.5447364362267932,-0.5543731697170803,-0.7055286369076037,-0.1185901607911778,-0.1185901607911778,-0.1897680558842114,-0.7157136566118641,-0.6601106155465275,-0.1265079630440372,Normal,-1.4598250873698142,0,1
-1.7310728672981306,-0.2097732044861716,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.1720473636751933,-0.0496485943383472,-0.1039228877010725,0.027773889473785,0.7232679941564001,-0.7204058755078845,-0.033203099360588,-0.2772081336194677,-0.0750399194831532,-0.1317586669446255,-0.1361414258656502,-0.0893700295327361,-0.1106677356639498,-0.1488178056606002,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,-0.2577320713056152,-0.4807028160415566,-0.1364150967171763,-0.0395568746854385,-0.5891498520050703,0.7290641481816601,-0.520827152566586,-0.5447364362267932,-0.5543731697170803,-0.6142557349778534,-0.1185901607911778,-0.1185901607911778,-0.1897680558842114,-0.7157136566118641,-0.5671472136052914,-0.1265079630440372,Normal,-1.4598250873698142,0,1
-1.7309740854497553,-0.2097710440691518,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.1720473636751933,-0.0496485943383472,-0.1039228877010725,-0.324905424744014,0.7232679941564001,-0.7204058755078845,-0.2413186392925999,-0.2772081336194677,-0.0750399194831532,-0.1317586669446255,-0.1361394927581267,-0.0893700295327361,-0.1106677356639498,-0.1488178056606002,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,-0.2577320713056152,-0.4807028160415566,-0.1364150967171763,-0.0395568746854385,-0.2154682717210852,0.7290641481816601,-0.6450129066005168,-0.5447364362267932,-0.5543731697170803,-0.7055286369076037,-0.1185901607911778,-0.1185901607911778,-0.1897680558842114,-0.7157136566118641,-0.7530740174877635,-0.1265079630440372,Normal,-1.4598250873698142,0,1
-1.73087530360138,-0.2097730501706702,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.1720473636751933,-0.0496485943383472,-0.1039228877010725,-0.027189136189218,0.7232679941564001,-0.7204058755078845,-0.0656366957910557,-0.2772081336194677,-0.0750399194831532,-0.1317586669446255,-0.1361412877865414,-0.0893700295327361,-0.1106677356639498,-0.1488178056606002,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,-0.2577320713056152,-0.4807028160415566,-0.1364150967171763,-0.0395568746854385,-0.2154682717210852,0.7290641481816601,-0.6450129066005168,-0.5447364362267932,-0.5543731697170803,-0.6142557349778534,-0.1185901607911778,-0.1185901607911778,-0.1897680558842114,-0.7157136566118641,-0.3812204097228193,-0.1265079630440372,Normal,-1.4598250873698142,0,1
-1.7301048051840529,-0.2097730501706702,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.1720473636751933,-0.0405735582870579,-0.1039228877010725,-0.027189136189218,0.7232679941564001,-0.7204058755078845,2.996248681079712,-0.2772081336194677,-0.0750399194831532,-0.1317586669446255,-0.1361412877865414,-0.0893700295327361,-0.1106677356639498,-0.1488178056606002,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,3.616669391126357,-0.4807028160415566,-0.1364150967171763,-0.0395568746854385,5.0160738522547055,0.7290641481816601,0.2242873716369994,0.3251441803780239,-0.5543731697170803,4.953391282736921,-0.1185901607911778,-0.1185901607911778,-0.1897680558842114,0.1254839734117365,4.917693500927634,-0.1265079630440372,Normal,-1.4598250873698142,2,1
-1.7300455360750275,-0.2097728958551687,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.1720473636751933,-0.0399784739558259,-0.1039228877010725,-0.0729916549148446,0.7232679941564001,-0.7204058755078845,2.898111246081503,-0.2772081336194677,-0.0750399194831532,-0.1317586669446255,-0.1361411497074326,-0.0893700295327361,-0.1106677356639498,-0.1488178056606002,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,3.8707285034169776,-0.4807028160415566,-0.1364150967171763,-0.0395568746854385,5.0160738522547055,0.7290641481816601,0.2242873716369994,0.3251441803780239,-0.5543731697170803,4.953391282736921,-0.1185901607911778,-0.1185901607911778,-0.1897680558842114,0.1254839734117365,4.917693500927634,-0.1265079630440372,Normal,-1.4598250873698142,2,1
-1.729867728747952,-0.2097730501706702,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.1720473636751933,-0.0420841569740317,-0.1039228877010725,-0.027189136189218,0.7232679941564001,-0.7204058755078845,2.4865779710421325,-0.2772081336194677,-0.0750399194831532,-0.1317586669446255,-0.1361412877865414,-0.0893700295327361,-0.1106677356639498,-0.1488178056606002,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,2.971750106080934,-0.4807028160415566,-0.1364150967171763,-0.0395568746854385,5.0160738522547055,0.7290641481816601,0.3484731256709303,0.4494128398929978,-0.5543731697170803,4.953391282736921,-0.1185901607911778,-0.1185901607911778,-0.1897680558842114,0.245655063415108,4.917693500927634,-0.1265079630440372,Normal,-1.4598250873698142,2,1
-1.7297887032692518,-0.2097730501706702,0.4202352918848127,-0.7023073777283533,0.742936097226822,-0.1336769461986027,-0.1720473636751933,-0.0409512079588014,-0.1039228877010725,-0.027189136189218,0.7232679941564001,-0.7204058755078845,2.868831003570317,-0.2772081336194677,-0.0750399194831532,-0.1317586669446255,-0.1361412877865414,-0.0893700295327361,-0.1106677356639498,-0.1488178056606002,-0.9154073429658454,-0.7151765320679372,-0.7155687700341329,-0.9064315437341034,-0.5216596150973577,-0.4843459740867759,-0.5030137004862796,3.4554395698650007,-0.4807028160415566,-0.1364150967171763,-0.0395568746854385,5.0160738522547055,0.7290641481816601,0.3484731256709303,0.4494128398929978,-0.5543731697170803,4.953391282736921,-0.1185901607911778,-0.1185901607911778,-0.1897680558842114,0.245655063415108,4.917693500927634,-0.1265079630440372,Normal,-1.4598250873698142,2,1
